,CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
1967,LaBelle,GLADES,SHELTER,RISK,124,No, ,Yes, ,,,,,-81.44293071, 26.80701992
1968,Jasper,HAMILTON,SHELTER,RISK,76,No, ,Yes, ,,,,,-82.93010954, 30.47547713
1969,Bowling Green,HARDEE,SHELTER,RISK,117,No, ,Yes, ,,,,,-81.82153002, 27.60405002
1970,Spring Hill,HERNANDO,SHELTER,RISK,216,No, ,Yes, ,,,,,-82.50182296, 28.49581202
1971,Brooksville,HERNANDO,SHELTER,RISK,66,No, ,Yes, ,,,,,-82.32234797, 28.51053600
1972,Brooksville,HERNANDO,SHELTER,RISK,80,No, ,Yes, ,,,,,-82.40038500, 28.54999498
1973,Riverview,HILLSBOROUGH,SHELTER,RISK,193,No, ,Yes, ,,,,,-82.31272798, 27.85179200
1974,Tampa,HILLSBOROUGH,SHELTER,RISK,1500,No, ,Yes, ,,,,,-82.40499954, 28.05545110
1975,Tampa,HILLSBOROUGH,SHELTER,RISK,1000,No, ,Yes, ,,,,,-82.43598303, 27.99729698
1976,Brandon,HILLSBOROUGH,SHELTER,RISK,400,No, ,Yes, ,,,,,-82.28998603, 27.94297601
1977,Riverview,HILLSBOROUGH,SHELTER,RISK,350,No, ,Yes, ,,,,,-82.31272798, 27.85179200
1978,Dover,HILLSBOROUGH,SHELTER,RISK,373,No, ,Yes, ,,,,,-82.23659004, 28.02288899
1979,Riverview,HILLSBOROUGH,SHELTER,RISK,231,E, ,Yes, ,,,,,-82.31111597, 27.88685300
1980,Bonifay,HOLMES,SHELTER,RISK,150,No, ,Yes, ,,,,,-85.67960000, 30.79399500
1981,Bonifay,HOLMES,SHELTER,RISK,148,No, ,Yes, ,,,,,-85.67960000, 30.79399500
1982,Graceville,HOLMES,SHELTER,RISK,246,No, ,Yes, ,,,,,-85.57764326, 30.95407325
1983,Sebastian,INDIAN RIVER,SHELTER,RISK,47,D, ,Yes, ,,,,,-80.47697702, 27.82545200
1984,Marianna,JACKSON,SHELTER,RISK,33,No, ,Yes, ,,,,,-85.19870908, 30.81237621
1985,Mayo,LAFAYETTE,SHELTER,RISK,60,No, ,Yes, ,,,,,-83.18295997, 30.05195002
1986,Mayo,LAFAYETTE,SHELTER,RISK,178,No, ,Yes, ,,,,,-83.16836003, 30.05387002
1987,Mayo,LAFAYETTE,SHELTER,RISK,210,No, ,Yes, ,,,,,-83.16836003, 30.05387002
1988,Umatilla,LAKE,SHELTER,RISK,91,No, ,Yes, ,,,,,-81.66429901, 28.93057702
1989,Astatula,LAKE,SHELTER,RISK,17,No, ,Yes, ,,,,,-81.72578697, 28.71083499
1990,Clemont,LAKE,SHELTER,RISK,15,No, ,Yes, ,,,,,-81.72159139, 28.52567145
1991,Lady Lake,LAKE,SHELTER,RISK,14,No, ,Yes, ,,,,,-81.93559297, 28.93017200
1992,Lehigh Acres,LEE,SHELTER,RISK,1305,No, ,Yes, ,,,,,-81.60184603, 26.55789999
1993,Tallahassee,LEON,SHELTER,RISK,214,No, ,Yes, ,,,,,-84.22395102, 30.38406998
1994,Tallahassee,LEON,SHELTER,RISK,248,No, ,Yes, ,,,,,-84.22395102, 30.38406998
1995,Tallahassee,LEON,SHELTER,RISK,245,No, ,Yes, ,,,,,-84.22395102, 30.38406998
1996,Bronson,LEVY,SHELTER,RISK,25,No, ,Yes, ,,,,,-82.62903997, 29.46168998
1997,Bronson,LEVY,SHELTER,RISK,101,No, ,Yes, ,,,,,-82.62903997, 29.46168998
1998,Bristol,LIBERTY,SHELTER,RISK,17,No, ,Yes, ,,,,,-84.97395722, 30.38797793
1999,Hosford,LIBERTY,SHELTER,RISK,72,No, ,Yes, ,,,,,-84.79835985, 30.38888220
2000,Madison,MADISON,SHELTER,RISK,28,No, ,Yes, ,,,,,-83.44554999, 30.47853001
2001,Bradenton,MANATEE,SHELTER,RISK,196,No, ,Yes, ,,,,,-82.43308901, 27.44419799
2002,Bradenton,MANATEE,SHELTER,RISK,986,No, ,Yes, ,,,,,-82.39501899, 27.42476099
2003,Belleview,MARION,SHELTER,RISK,94,No, ,Yes, ,,,,,-82.08668721, 29.07024761
2004,Belleview,MARION,SHELTER,RISK,39,No, ,Yes, ,,,,,-82.08668721, 29.07024761
2005,Belleview,MARION,SHELTER,RISK,131,No, ,Yes, ,,,,,-82.08668721, 29.06757734
2006,Belleview,MARION,SHELTER,RISK,97,No, ,Yes, ,,,,,-82.08668721, 29.07024761
2007,Ocala,MARION,SHELTER,RISK,395,No, ,Yes, ,,,,,-82.25181083, 29.15285490
2008,Belleview,MARION,SHELTER,RISK,68,No, ,Yes, ,,,,,-82.08668721, 29.07024761
2009,Stuart,MARTIN,SHELTER,RISK,613,No, ,Yes, ,,,,,-80.24167404, 27.11855099
2010,Stuart,MARTIN,SHELTER,RISK,153,No, ,Yes, ,,,,,-80.24167404, 27.11855099
2011,Stuart,MARTIN,SHELTER,RISK,598,No, ,Yes, ,,,,,-80.24167404, 27.11855099
2012,Stuart,MARTIN,SHELTER,RISK,285,No, ,Yes, ,,,,,-80.24167404, 27.11855099
2013,Stuart,MARTIN,SHELTER,RISK,584,No, ,Yes, ,,,,,-80.24167404, 27.11855099
2014,Hialeah,MIAMI-DADE,SHELTER,RISK,56,No, ,Yes, ,,,,,-80.33032197, 25.87451999
2015,Hialeah,MIAMI-DADE,SHELTER,RISK,20,No, ,Yes, ,,,,,-80.33032197, 25.87451999
2016,Miami,MIAMI-DADE,SHELTER,RISK,53,E, ,Yes, ,,,,,-80.35436302, 25.77154801
2017,Miami,MIAMI-DADE,SHELTER,RISK,514,E, ,Yes, ,,,,,-80.20480598, 25.78654701
2018,Miami,MIAMI-DADE,SHELTER,RISK,247,No, ,Yes, ,,,,,-80.20468604, 25.83161202
2019,Miami,MIAMI-DADE,SHELTER,RISK,565,No, ,Yes, ,,,,,-80.22501601, 25.81070399
2020,Hialeah,MIAMI-DADE,SHELTER,RISK,645,No, ,Yes, ,,,,,-80.33032197, 25.87451999
2021,Miami,MIAMI-DADE,SHELTER,RISK,91,E, ,Yes, ,,,,,-80.37808320, 25.75759670
2022,Miami,MIAMI-DADE,SHELTER,RISK,742,E, ,Yes, ,,,,,-80.35436302, 25.77154801
2023,Okeechobee,OKEECHOBEE,SHELTER,RISK,107,No, ,Yes, ,,,,,-80.83753259, 27.26434682
2024,Orlando,ORANGE,SHELTER,RISK,141,No, ,Yes, ,,,,,-81.13000498, 28.55712601
2025,Orlando,ORANGE,SHELTER,RISK,128,No, ,Yes, ,,,,,-81.41213800, 28.41527500
2026,Orlando,ORANGE,SHELTER,RISK,317,No, ,Yes, ,,,,,-81.13000498, 28.55712601
2027,Orlando,ORANGE,SHELTER,RISK,202,No, ,Yes, ,,,,,-81.41213800, 28.41527500
2028,Kissimmee,OSCEOLA,SHELTER,RISK,560,No, ,Yes, ,,,,,-81.40896897, 28.30687499
2029,Kissimmee,OSCEOLA,SHELTER,RISK,101, , ,Yes, ,,,,,-81.40933501, 28.31642902
2030,St. Cloud,OSCEOLA,SHELTER,RISK,129,No, ,Yes, ,,,,,-81.30906196, 28.24167698
2031,Kissimmee,OSCEOLA,SHELTER,RISK,142,No, ,Yes, ,,,,,-81.35969997, 28.28553701
2032,W Palm Beach,PALM BEACH,SHELTER,RISK,550,No, ,Yes, ,,,,,-80.18854501, 26.68249401
2033,Wellington,PALM BEACH,SHELTER,RISK,308,No, ,Yes, ,,,,,-80.17957830, 26.65251118
2034,Wesley Chapel,PASCO,SHELTER,RISK,347,No, ,Yes, ,,,,,-82.31210998, 28.25603598
2035,Wesley Chapel,PASCO,SHELTER,RISK,76,No, ,Yes, ,,,,,-82.32674504, 28.18951301
2036,Wesley Chapel,PASCO,SHELTER,RISK,227,No, ,Yes, ,,,,,-82.32674504, 28.18951301
2037,Wesley Chapel,PASCO,SHELTER,RISK,376,No, ,Yes, ,,,,,-82.32674504, 28.18951301
2038,Wesley Chapel,PASCO,SHELTER,RISK,81,No, ,Yes, ,,,,,-82.31210998, 28.25603598
2039,Wesley Chapel,PASCO,SHELTER,RISK,321,No, ,Yes, ,,,,,-82.31210998, 28.25603598
2040,Hudson,PASCO,SHELTER,RISK,329,No, ,Yes, ,,,,,-82.62451802, 28.39055300
2041,Wesley Chapel,PASCO,SHELTER,RISK,395,No, ,Yes, ,,,,,-82.32674504, 28.18951301
2042,Clearwater,PINELLAS,SHELTER,RISK,100,D, ,Yes, ,,,,,-82.74754197, 27.94691801
2043,Dunedin,PINELLAS,SHELTER,RISK,380,D, ,Yes, ,,,,,-82.77594900, 27.99970502
2044,St. Petersburg,PINELLAS,SHELTER,RISK,256,No, ,Yes, ,,,,,-82.65663797, 27.76324998
2045,Clearwater,PINELLAS,SHELTER,RISK,310,D, ,Yes, ,,,,,-82.74754197, 27.94691801
2046,St. Petersburg,PINELLAS,SHELTER,RISK,288,No, ,Yes, ,,,,,-82.65663797, 27.76324998
2047,Dunedin,PINELLAS,SHELTER,RISK,411,D, ,Yes, ,,,,,-82.77594900, 27.99970502
2048,Bartow,POLK,SHELTER,RISK,410,No, ,Yes, ,,,,,-81.82074999, 27.88346001
2049,Lakeland,POLK,SHELTER,RISK,199,No, ,Yes, ,,,,,-81.98422301, 28.04988299
2050,Haines City,POLK,SHELTER,RISK,60,No, ,Yes, ,,,,,-81.62570498, 28.08457204
2051,Davenport,POLK,SHELTER,RISK,270,No, ,Yes, ,,,,,-81.63157232, 28.15030699
2052,Palatka,PUTNAM,SHELTER,RISK,80,No, ,Yes, ,,,,,-81.70714000, 29.63309001
2053,Palatka,PUTNAM,SHELTER,RISK,31, , ,Yes, ,,,,,-81.65836998, 29.64502002
2054,St. Augustine,ST. JOHNS,SHELTER,RISK,52,No, ,Yes, ,,,,,-81.50250497, 29.94514001
2055,St. Augustine,ST. JOHNS,SHELTER,RISK,81,No, ,Yes, ,,,,,-81.50250497, 29.94514001
2056,Port St Lucie,ST. LUCIE,SHELTER,RISK,75,No, ,Yes, ,,,,,-80.34067504, 27.27514598
2057,Ft Pierce,ST. LUCIE,SHELTER,RISK,535,No, ,Yes, ,,,,,-80.34462996, 27.42641101
2058,Port St Lucie,ST. LUCIE,SHELTER,RISK,215,No, ,Yes, ,,,,,-80.34067504, 27.27514598
2059,Milton,SANTA ROSA,SHELTER,RISK,237,No, ,Yes, ,,,,,-87.09551855, 30.57301487
2060,Milton,SANTA ROSA,SHELTER,RISK,128,No, ,Yes, ,,,,,-87.04856304, 30.63950001
2061,Pace,SANTA ROSA,SHELTER,RISK,704,No, ,Yes, ,,,,,-87.16763996, 30.63551098
2062,Sarasota,SARASOTA,SHELTER,RISK,799,No, ,Yes, ,,,,,-82.41844599, 27.32533301
2063,Winter Springs,SEMINOLE,SHELTER,RISK,373,No, ,Yes, ,,,,,-81.31767403, 28.71653401
2064,Winter Springs,SEMINOLE,SHELTER,RISK,84,No, ,Yes, ,,,,,-81.30951432, 28.72694730
2065,Live Oak,SUWANNEE,SHELTER,RISK,47,No, ,Yes, ,,,,,-82.99532000, 30.28348999
2066,Lake Butler,UNION,SHELTER,RISK,77,No, ,Yes, ,,,,,-82.33933459, 30.01799097
2067,Lake Butler,UNION,SHELTER,RISK,54,No, ,Yes, ,,,,,-82.33811333, 30.01472496
2068,Deltona,VOLUSIA,SHELTER,RISK,110,No, ,Yes, ,,,,,-81.23112602, 28.92992302
2069,Port Orange,VOLUSIA,SHELTER,RISK,100,E, ,Yes, ,,,,,-81.04172703, 29.06616700
2070,Deltona,VOLUSIA,SHELTER,RISK,104,No, ,Yes, ,,,,,-81.17226201, 28.89192500
2071,Daytona Beach,VOLUSIA,SHELTER,RISK,80,No, ,Yes, ,,,,,-81.07428201, 29.19849998
2072,Ormond Beach,VOLUSIA,SHELTER,RISK,120,No, ,Yes, ,,,,,-81.09412599, 29.23996199
2073,DeLand,VOLUSIA,SHELTER,RISK,64,No, ,Yes, ,,,,,-81.27169502, 28.99454900
2074,DeFuniak Springs,WALTON,SHELTER,RISK,160,No, ,Yes, ,,,,,-86.11248956, 30.71259560
2075,Chipley,WASHINGTON,SHELTER,RISK,146,No, ,Yes, ,,,,,-85.55634700, 30.76465448
