,CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
1232,Kissimmee,OSCEOLA,SHELTER,RISK,342,No,Yes, , ,-81.50251201, 28.16559902,,,,
1233,Kissimmee,OSCEOLA,SHELTER,RISK,342,No,Yes, , ,-81.33425998, 28.25855298,,,,
1234,Poinciana,OSCEOLA,SHELTER,RISK,749,No,Yes, , ,-81.49800599, 28.16940499,,,,
1235,St. Cloud,OSCEOLA,SHELTER,RISK,376,No,Yes, , ,-81.15285698, 28.18822102,,,,
1236,St. Cloud,OSCEOLA,SHELTER,RISK,342,No,Yes, , ,-81.27537501, 28.23978100,,,,
1237,Kissimmee,OSCEOLA,SHELTER,RISK,2157,No,Yes, , ,-81.47655930, 28.15722581,,,,
1238,Kissimmee,OSCEOLA,SHELTER,RISK,1063,No,Yes, , ,-81.56893700, 28.29838999,,,,
1239,Kissimmee,OSCEOLA,SHELTER,RISK,375,No,Yes, , ,-81.56893700, 28.29838999,,,,
1240,Kissimmee,OSCEOLA,SHELTER,RISK,433,No,Yes, , ,-81.48945896, 28.22851798,,,,
1241,Kissimmee,OSCEOLA,SHELTER,RISK,259,No,Yes, , ,-81.44048199, 28.31674301,,,,
1242,Kissimmee,OSCEOLA,SHELTER,RISK,721,No,Yes, , ,-81.49800599, 28.16940499,,,,
1243,Kissimmee,OSCEOLA,SHELTER,RISK,277,No,Yes, , ,-81.23503802, 28.32706498,,,,
1244,St. Cloud,OSCEOLA,SHELTER,RISK,1451,No,Yes, , ,-81.15285698, 28.18822102,,,,
1245,Kissimmee,OSCEOLA,SHELTER,RISK,172,No,Yes, , ,-81.49800599, 28.16940499,,,,
1246,Kissimmee,OSCEOLA,SHELTER,RISK,246,No,Yes, , ,-81.50251201, 28.16559902,,,,
1247,Kissimmee,OSCEOLA,SHELTER,RISK,648,No,Yes, , ,-81.23503802, 28.32706498,,,,
1248,Kenansville,OSCEOLA,SHELTER,RISK,75,No,Yes, , ,-80.99752900, 27.87549699,,,,
1249,Kissimmee,OSCEOLA,SHELTER,RISK,395,No,Yes, , ,-81.43661399, 28.18591399,,,,
1250,Kissimmee,OSCEOLA,SHELTER,RISK,235,No,Yes, , ,-81.49800599, 28.16940499,,,,
1251,Kissimmee,OSCEOLA,SHELTER,RISK,303,No,Yes, , ,-81.44048199, 28.31674301,,,,
1252,Kissimmee,OSCEOLA,SHELTER,RISK,1428,No,Yes, , ,-81.56893700, 28.29838999,,,,
1253,St. Cloud,OSCEOLA,SHELTER,RISK,285,No,Yes, , ,-81.15285698, 28.18822102,,,,
1254,Kissimmee,OSCEOLA,SHELTER,RISK,1362,No,Yes, , ,-81.48945896, 28.22851798,,,,
1255,Kissimmee,OSCEOLA,SHELTER,RISK,311,No,Yes, , ,-81.50251201, 28.16559902,,,,
1256,Kissimmee,OSCEOLA,SHELTER,RISK,712,No,Yes, , ,-81.23503802, 28.32706498,,,,
1257,Kissimmee,OSCEOLA,SHELTER,RISK,2780,No,Yes, , ,-81.43623798, 28.33305498,,,,
1258,Kissimmee,OSCEOLA,SHELTER,RISK,837,No,Yes, , ,-81.46392802, 28.24360398,,,,
1259,Celebration,OSCEOLA,SHELTER,RISK,392, ,Yes, , ,-81.54478103, 28.31969201,,,,
1260,Kissimmee,OSCEOLA,SHELTER,RISK,211,No,Yes, , ,-81.34392297, 28.33457999,,,,
1261,St. Cloud,OSCEOLA,SHELTER,RISK,1076,No,Yes, ,Yes,-81.15285698, 28.18822102,-81.15285698, 28.18822102,,
1262,Kissimmee,OSCEOLA,SHELTER,RISK,2394,No,Yes, , ,-81.46106702, 28.24772499,,,,
1263,Kissimmee,OSCEOLA,SHELTER,RISK,2394,No,Yes, , ,-81.23391602, 28.32632302,,,,
1264,Kissimmee,OSCEOLA,SHELTER,RISK,681,No,Yes, , ,-81.49800599, 28.16940499,,,,
1265,Kissimmee,OSCEOLA,SHELTER,RISK,901,No,Yes, , ,-81.64700404, 28.31888399,,,,
1266,St. Cloud,OSCEOLA,SHELTER,RISK,2714,No,Yes, , ,-81.32686102, 28.24753401,,,,
1267,Kissimmee,OSCEOLA,SHELTER,RISK,300,No,Yes, , ,-81.50251201, 28.16559902,,,,
1268,Kissimmee,OSCEOLA,SHELTER,RISK,299,No,Yes, , ,-81.50251201, 28.16559902,,,,
1269,Kissimmee,OSCEOLA,SHELTER,RISK,1080,No,Yes, ,Yes,-81.44301400, 28.16353200,-81.44301400, 28.16353200,,
1270,St. Cloud,OSCEOLA,SHELTER,RISK,2308,No,Yes, , ,-81.15395200, 28.20149800,,,,
1271,Kissimmee,OSCEOLA,SHELTER,RISK,349,No,Yes, , ,-81.37779499, 28.31069102,,,,
1272,Kissimmee,OSCEOLA,SHELTER,RISK,309,No,Yes, , ,-81.36844699, 28.32805602,,,,
1273,W Palm Beach,PALM BEACH,SHELTER,RISK,2222,No,Yes, , ,-80.09148701, 26.70014801,,,,
1274,Lake Worth,PALM BEACH,SHELTER,RISK,391,No,Yes, , ,-80.14396996, 26.55899702,,,,
1275,W. Palm Beach,PALM BEACH,SHELTER,RISK,688,No,Yes, , ,-80.06712199, 26.65448198,,,,
1276,Boca Raton,PALM BEACH,SHELTER,RISK,233,No,Yes, , ,-80.14754401, 26.39945302,,,,
1277,Boca Raton,PALM BEACH,SHELTER,RISK,233,No,Yes, , ,-80.14754401, 26.39945302,,,,
1278,Boca Raton,PALM BEACH,SHELTER,RISK,341,E,Yes, , ,-80.11704997, 26.36474000,,,,
1279,Wellington,PALM BEACH,SHELTER,RISK,249,No,Yes, , ,-80.28631287, 26.66625788,,,,
1280,Greenacres,PALM BEACH,SHELTER,RISK,343,No,Yes, , ,-80.11636400, 26.63014399,,,,
1281,Delray,PALM BEACH,SHELTER,RISK,742,No,Yes, , ,-80.09823503, 26.46261699,,,,
1282,Loxahatchee,PALM BEACH,SHELTER,RISK,1223,No,Yes, , ,-80.31068401, 26.74666401,,,,
1283,Boca Raton,PALM BEACH,SHELTER,RISK,628,No,Yes, , ,-80.24721003, 26.36195599,,,,
1284,Greenacres,PALM BEACH,SHELTER,RISK,1101,No,Yes, , ,-80.11636400, 26.63014399,,,,
1285,Loxahatchee,PALM BEACH,SHELTER,RISK,43,No,Yes, , ,-80.31068401, 26.74666401,,,,
1286,Delray Beach,PALM BEACH,SHELTER,RISK,235,No,Yes, , ,-80.11282700, 26.46019298,,,,
1287,W Palm Beach,PALM BEACH,SHELTER,RISK,170,No,Yes, , ,-80.10815602, 26.73383002,,,,
1288,Belle Grade,PALM BEACH,SHELTER,RISK,414,No,Yes, , ,-80.67275800, 26.68997800,,,,
1289,W Palm Beach,PALM BEACH,SHELTER,RISK,830,No,Yes, , ,-80.17957830, 26.65251118,,,,
1290,Boynton Beach,PALM BEACH,SHELTER,RISK,1003,No,Yes, , ,-80.14058803, 26.51411201,,,,
1291,Boynton Beach,PALM BEACH,SHELTER,RISK,223,No,Yes, , ,-80.14611598, 26.55171201,,,,
1292,Jupiter,PALM BEACH,SHELTER,RISK,1085,No,Yes, , ,-80.12169899, 26.89839000,,,,
1293,Lake Worth,PALM BEACH,SHELTER,RISK,253,No,Yes, , ,-80.05462902, 26.62571801,,,,
1294,Boynton Beach,PALM BEACH,SHELTER,RISK,221,No,Yes, , ,-80.14611598, 26.55171201,,,,
1295,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,257,No,Yes, , ,-80.11500403, 26.84747999,,,,
1296,Boca Raton,PALM BEACH,SHELTER,RISK,235,No,Yes, , ,-80.24721003, 26.36195599,,,,
1297,Boca Raton,PALM BEACH,SHELTER,RISK,235,No,Yes, , ,-80.24721003, 26.36195599,,,,
1298,Boynton Beach,PALM BEACH,SHELTER,RISK,383,No,Yes, , ,-80.08349797, 26.54116900,,,,
1299,Delray,PALM BEACH,SHELTER,RISK,899,No,Yes, , ,-80.09823503, 26.46261699,,,,
1300,W. Palm Beach,PALM BEACH,SHELTER,RISK,1119,No,Yes, , ,-80.06712199, 26.65448198,,,,
1301,Boca Raton,PALM BEACH,SHELTER,RISK,824,No,Yes, , ,-80.24721003, 26.36195599,,,,
1302,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,2153,No,Yes, , ,-80.10165703, 26.82475301,,,,
1303,Boca Raton,PALM BEACH,SHELTER,RISK,333,No,Yes, , ,-80.24721003, 26.36195599,,,,
1304,Boca Raton,PALM BEACH,SHELTER,RISK,260,No,Yes, , ,-80.14754401, 26.39945302,,,,
1305,Greenacres,PALM BEACH,SHELTER,RISK,229,No,Yes, , ,-80.11636400, 26.63014399,,,,
1306,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,706,No,Yes, , ,-80.10165703, 26.82475301,,,,
1307,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,238,No,Yes, , ,-80.11500403, 26.84747999,,,,
1308,Lake Worth,PALM BEACH,SHELTER,RISK,716,No,Yes, , ,-80.14396996, 26.55899702,,,,
1309,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,995,No,Yes, , ,-80.10635399, 26.87695802,,,,
1310,W Palm Beach,PALM BEACH,SHELTER,RISK,1026,No,Yes, , ,-80.17957830, 26.65251118,,,,
1311,Boynton Beach,PALM BEACH,SHELTER,RISK,303,No,Yes, , ,-80.14611598, 26.55171201,,,,
1312,Loxahatchee,PALM BEACH,SHELTER,RISK,326,No,Yes, , ,-80.31068401, 26.74666401,,,,
1313,W Palm Beach,PALM BEACH,SHELTER,RISK,17,No,Yes, , ,-80.10815602, 26.73383002,,,,
1314,Boca Raton,PALM BEACH,SHELTER,RISK,1578,E,Yes, , ,-80.11704997, 26.36474000,,,,
1315,Belle Grade,PALM BEACH,SHELTER,RISK,497,No,Yes, , ,-80.67275800, 26.68997800,,,,
1316,Greenacres,PALM BEACH,SHELTER,RISK,613,No,Yes, , ,-80.11636400, 26.63014399,,,,
1317,Loxahatchee,PALM BEACH,SHELTER,RISK,2249,No,Yes, , ,-80.32899997, 26.77624601,,,,
1318,Boca Raton,PALM BEACH,SHELTER,RISK,1061,No,Yes, , ,-80.24721003, 26.36195599,,,,
1319,Wellington,PALM BEACH,SHELTER,RISK,239,No,Yes, , ,-80.28631287, 26.66625788,,,,
1320,Boca Raton,PALM BEACH,SHELTER,RISK,920,No,Yes, , ,-80.18827201, 26.37683999,,,,
1321,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,290,No,Yes, , ,-80.11500403, 26.84747999,,,,
1322,Boca Raton,PALM BEACH,SHELTER,RISK,1312,E,Yes, , ,-80.11704997, 26.36474000,,,,
1323,Delray,PALM BEACH,SHELTER,RISK,1418,No,Yes, , ,-80.09823503, 26.46261699,,,,
1324,Boynton Beach,PALM BEACH,SHELTER,RISK,102,E,Yes, , ,-80.08349797, 26.54116900,,,,
1325,Greenacres,PALM BEACH,SHELTER,RISK,2230,No,Yes, , ,-80.12410502, 26.60669101,,,,
1326,W Palm Beach,PALM BEACH,SHELTER,RISK,224,No,Yes, , ,-80.10815602, 26.73383002,,,,
1327,W Palm Beach,PALM BEACH,SHELTER,RISK,364,No,Yes, , ,-80.17957830, 26.65251118,,,,
1328,Lake Worth,PALM BEACH,SHELTER,RISK,1966,No,Yes, , ,-80.05462902, 26.62571801,,,,
1329,Loxahatchee,PALM BEACH,SHELTER,RISK,540,No,Yes, , ,-80.31068401, 26.74666401,,,,
1330,Lake Worth,PALM BEACH,SHELTER,RISK,272,No,Yes, , ,-80.07066997, 26.63278601,,,,
1331,Belle Glade,PALM BEACH,SHELTER,RISK,894,No,Yes, , ,-80.68122992, 26.66757594,,,,
1332,Belle Grade,PALM BEACH,SHELTER,RISK,745,No,Yes, , ,-80.67275800, 26.68997800,,,,
1333,Delray Beach,PALM BEACH,SHELTER,RISK,267,No,Yes, , ,-80.11282700, 26.46019298,,,,
1334,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1213,No,Yes, , ,-80.10165703, 26.82475301,,,,
1335,Lake Worth,PALM BEACH,SHELTER,RISK,859,No,Yes, , ,-80.14396996, 26.55899702,,,,
1336,Greenacres,PALM BEACH,SHELTER,RISK,663,No,Yes, , ,-80.11636400, 26.63014399,,,,
1337,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1634,No,Yes, , ,-80.10635399, 26.87695802,,,,
1338,Lake Worth,PALM BEACH,SHELTER,RISK,304,No,Yes, , ,-80.07066997, 26.63278601,,,,
1339,W Palm Beach,PALM BEACH,SHELTER,RISK,2355,No,Yes, , ,-80.08383903, 26.77582901,,,,
1340,W. Palm Beach,PALM BEACH,SHELTER,RISK,1355,No,Yes, , ,-80.06712199, 26.65448198,,,,
1341,Boca Raton,PALM BEACH,SHELTER,RISK,889,No,Yes, , ,-80.18827201, 26.37683999,,,,
1342,Boca Raton,PALM BEACH,SHELTER,RISK,1297,No,Yes, , ,-80.18827201, 26.37683999,,,,
1343,Greenacres,PALM BEACH,SHELTER,RISK,1293,No,Yes, , ,-80.11636400, 26.63014399,,,,
1344,Lake Worth,PALM BEACH,SHELTER,RISK,2320,No,Yes, , ,-80.18759199, 26.62341299,,,,
1345,Greenacres,PALM BEACH,SHELTER,RISK,718,No,Yes, , ,-80.11636400, 26.63014399,,,,
1346,Loxahatchee,PALM BEACH,SHELTER,RISK,1227,No,Yes, , ,-80.31068401, 26.74666401,,,,
1347,Delray,PALM BEACH,SHELTER,RISK,1616,No,Yes, , ,-80.09823503, 26.46261699,,,,
1348,Lake Worth,PALM BEACH,SHELTER,RISK,408,No,Yes, , ,-80.14396996, 26.55899702,,,,
1349,Boca Raton,PALM BEACH,SHELTER,RISK,927,E,Yes, , ,-80.11704997, 26.36474000,,,,
1350,W Palm Beach,PALM BEACH,SHELTER,RISK,701,No,Yes, , ,-80.17957830, 26.65251118,,,,
1351,Delray Beach,PALM BEACH,SHELTER,RISK,384,No,Yes, , ,-80.11282700, 26.46019298,,,,
1352,Lake Worth,PALM BEACH,SHELTER,RISK,240,No,Yes, ,Yes,-80.14113604, 26.56000498,-80.14113604, 26.56000498,,
1353,Boynton Beach,PALM BEACH,SHELTER,RISK,289,No,Yes, , ,-80.14611598, 26.55171201,,,,
1354,Boca Raton,PALM BEACH,SHELTER,RISK,1227,No,Yes, , ,-80.24721003, 26.36195599,,,,
1355,Greenacres,PALM BEACH,SHELTER,RISK,568,No,Yes, , ,-80.11636400, 26.63014399,,,,
1356,Wellington,PALM BEACH,SHELTER,RISK,271,No,Yes, , ,-80.28631287, 26.66625788,,,,
1357,Boca Raton,PALM BEACH,SHELTER,RISK,719,E,Yes, , ,-80.11704997, 26.36474000,,,,
1358,Lake Worth,PALM BEACH,SHELTER,RISK,174,No,Yes, , ,-80.14396996, 26.55899702,,,,
1359,Delray,PALM BEACH,SHELTER,RISK,1256,No,Yes, , ,-80.09823503, 26.46261699,,,,
1360,Lake Worth,PALM BEACH,SHELTER,RISK,138,No,Yes, , ,-80.05462902, 26.62571801,,,,
1361,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1970,No,Yes, , ,-80.10165703, 26.82475301,,,,
1362,Loxahatchee,PALM BEACH,SHELTER,RISK,172,No,Yes, , ,-80.31068401, 26.74666401,,,,
1363,W Palm Beach,PALM BEACH,SHELTER,RISK,1123,No,Yes, , ,-80.17957830, 26.65251118,,,,
1364,W. Palm Beach,PALM BEACH,SHELTER,RISK,1200,No,Yes, , ,-80.06712199, 26.65448198,,,,
1365,Lake Worth,PALM BEACH,SHELTER,RISK,297,No,Yes, , ,-80.07066997, 26.63278601,,,,
1366,Greenacres,PALM BEACH,SHELTER,RISK,354,No,Yes, , ,-80.11636400, 26.63014399,,,,
1367,Boynton Beach,PALM BEACH,SHELTER,RISK,963,No,Yes, , ,-80.08349797, 26.54116900,,,,
1368,Boca Raton,PALM BEACH,SHELTER,RISK,387,No,Yes, , ,-80.14754401, 26.39945302,,,,
1369,Lake Worth,PALM BEACH,SHELTER,RISK,1017,No,Yes, , ,-80.14396996, 26.55899702,,,,
1370,Delray Beach,PALM BEACH,SHELTER,RISK,276,No,Yes, , ,-80.11282700, 26.46019298,,,,
1371,Boca Raton,PALM BEACH,SHELTER,RISK,48,No,Yes, , ,-80.24721003, 26.36195599,,,,
1372,W Palm Beach,PALM BEACH,SHELTER,RISK,291,No,Yes, , ,-80.10815602, 26.73383002,,,,
1373,Lake Worth,PALM BEACH,SHELTER,RISK,879,No,Yes, , ,-80.14396996, 26.55899702,,,,
1374,Delray,PALM BEACH,SHELTER,RISK,436,No,Yes, , ,-80.09823503, 26.46261699,,,,
1375,W Palm Beach,PALM BEACH,SHELTER,RISK,718,No,Yes, , ,-80.17957830, 26.65251118,,,,
1376,Lake Worth,PALM BEACH,SHELTER,RISK,15,No,Yes, , ,-80.07066997, 26.63278601,,,,
1377,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,801,No,Yes, , ,-80.10635399, 26.87695802,,,,
1378,Belle Glade,PALM BEACH,SHELTER,RISK,649,No,Yes, , ,-80.68122992, 26.66757594,,,,
1379,Wellington,PALM BEACH,SHELTER,RISK,304,No,Yes, , ,-80.28631287, 26.66625788,,,,
1380,Belle Grade,PALM BEACH,SHELTER,RISK,179,No,Yes, , ,-80.67275800, 26.68997800,,,,
1381,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,1346,No,Yes, , ,-80.10165703, 26.82475301,,,,
1382,Loxahatchee,PALM BEACH,SHELTER,RISK,917,No,Yes, , ,-80.31068401, 26.74666401,,,,
1383,Palm Bch Gardens,PALM BEACH,SHELTER,RISK,307,No,Yes, , ,-80.11500403, 26.84747999,,,,
1384,New Port Richey,PASCO,SHELTER,RISK,1509,No,Yes, , ,-82.60208896, 28.18554698,,,,
1385,Wesley Chapel,PASCO,SHELTER,RISK,373,No,Yes, , ,-82.30685797, 28.25572200,,,,
1386,Wesley Chapel,PASCO,SHELTER,RISK,373,No,Yes, , ,-82.30685797, 28.25572200,,,,
1387,Wesley Chapel,PASCO,SHELTER,RISK,269,No,Yes, , ,-82.27522500, 28.26470798,,,,
1388,Wesley Chapel,PASCO,SHELTER,RISK,174,No,Yes, , ,-82.29473002, 28.21031299,,,,
1389,Land O'Lakes,PASCO,SHELTER,RISK,682,No,Yes, , ,-82.50832598, 28.20131502,,,,
1390,New Port Richey,PASCO,SHELTER,RISK,494,No,Yes, , ,-82.62167999, 28.26619300,,,,
1391,Wesley Chapel,PASCO,SHELTER,RISK,46,No,Yes, , ,-82.32674504, 28.18951301,,,,
1392,Wesley Chapel,PASCO,SHELTER,RISK,349,No,Yes, , ,-82.27522500, 28.26470798,,,,
1393,Wesley Chapel,PASCO,SHELTER,RISK,822,No,Yes, , ,-82.30685797, 28.25572200,,,,
1394,Lutz,PASCO,SHELTER,RISK,378,No,Yes, , ,-82.41111200, 28.17720301,,,,
1395,Wesley Chapel,PASCO,SHELTER,RISK,317,No,Yes, , ,-82.37166500, 28.23060101,,,,
1396,New Port Richey,PASCO,SHELTER,RISK,199,No,Yes, , ,-82.62167999, 28.26619300,,,,
1397,Wesley Chapel,PASCO,SHELTER,RISK,787,No,Yes, , ,-82.27588499, 28.22644899,,,,
1398,Land O Lakes,PASCO,SHELTER,RISK,46,No,Yes, , ,-82.50832598, 28.20131502,,,,
1399,New Port Richey,PASCO,SHELTER,RISK,162,No,Yes, , ,-82.62167999, 28.26619300,,,,
1400,Dade City,PASCO,SHELTER,RISK,563, ,Yes, , ,-82.19619597, 28.36081199,,,,
1401,Land O'Lakes,PASCO,SHELTER,RISK,221,No,Yes, , ,-82.45459002, 28.29284800,,,,
1402,Wesley Chapel,PASCO,SHELTER,RISK,510,No,Yes, , ,-82.31109668, 28.25528003,,,,
1403,Land O Lakes,PASCO,SHELTER,RISK,35,No,Yes, , ,-82.50832598, 28.20131502,,,,
1404,New Port Richey,PASCO,SHELTER,RISK,266,No,Yes, , ,-82.62167999, 28.26619300,,,,
1405,Lutz,PASCO,SHELTER,RISK,180,No,Yes, , ,-82.41111200, 28.17720301,,,,
1406,Zephyrhills,PASCO,SHELTER,RISK,487,No,Yes, , ,-82.17944700, 28.23957602,,,,
1407,Lutz,PASCO,SHELTER,RISK,212,No,Yes, , ,-82.41111200, 28.17720301,,,,
1408,Wesley Chapel,PASCO,SHELTER,RISK,262,No,Yes, , ,-82.37166500, 28.23060101,,,,
1409,Wesley Chapel,PASCO,SHELTER,RISK,77,No,Yes, , ,-82.27522500, 28.26470798,,,,
1410,Wesley Chapel,PASCO,SHELTER,RISK,323,No,Yes, , ,-82.30685797, 28.25572200,,,,
1411,New Port Richey,PASCO,SHELTER,RISK,1563,No,Yes, , ,-82.62167999, 28.26619300,,,,
1412,New Port Richey,PASCO,SHELTER,RISK,838,No,Yes, , ,-82.62167999, 28.26619300,,,,
1413,Wesley Chapel,PASCO,SHELTER,RISK,241,No,Yes, , ,-82.37166500, 28.23060101,,,,
1414,Land O'Lakes,PASCO,SHELTER,RISK,804,No,Yes, , ,-82.42922504, 28.23335300,,,,
1415,Wesley Chapel,PASCO,SHELTER,RISK,335,No,Yes, , ,-82.30685797, 28.25572200,,,,
1416,Wesley Chapel,PASCO,SHELTER,RISK,411,No,Yes, , ,-82.29473002, 28.21031299,,,,
1417,Land O'Lakes,PASCO,SHELTER,RISK,227,No,Yes, , ,-82.50832598, 28.20131502,,,,
1418,Land O'Lakes,PASCO,SHELTER,RISK,365,No,Yes, , ,-82.45459002, 28.29284800,,,,
1419,Wesley Chapel,PASCO,SHELTER,RISK,1325,No,Yes, , ,-82.35978499, 28.21120399,,,,
1420,Wesley Chapel,PASCO,SHELTER,RISK,76,No,Yes, , ,-82.31210998, 28.25603598,,,,
1421,Wesley Chapel,PASCO,SHELTER,RISK,67,No,Yes, , ,-82.37166500, 28.23060101,,,,
1422,Wesley Chapel,PASCO,SHELTER,RISK,758,No,Yes, , ,-82.29473002, 28.21031299,,,,
1423,Wesley Chapel,PASCO,SHELTER,RISK,159,No,Yes, , ,-82.31109668, 28.25528003,,,,
1424,Wesley Chapel,PASCO,SHELTER,RISK,71,No,Yes, , ,-82.31109668, 28.25528003,,,,
1425,Wesley Chapel,PASCO,SHELTER,RISK,167,No,Yes, , ,-82.29473002, 28.21031299,,,,
1426,Wesley Chapel,PASCO,SHELTER,RISK,58,No,Yes, , ,-82.30685797, 28.25572200,,,,
1427,Land O'Lakes,PASCO,SHELTER,RISK,1128,No,Yes, , ,-82.50832598, 28.20131502,,,,
1428,New Port Richey,PASCO,SHELTER,RISK,105,No,Yes, , ,-82.62167999, 28.26619300,,,,
1429,New Port Richey,PASCO,SHELTER,RISK,156,No,Yes, , ,-82.62167999, 28.26619300,,,,
1430,Land O'Lakes,PASCO,SHELTER,RISK,348,No,Yes, , ,-82.45459002, 28.29284800,,,,
1431,Wesley Chapel,PASCO,SHELTER,RISK,35,No,Yes, , ,-82.32674504, 28.18951301,,,,
1432,New Port Richey,PASCO,SHELTER,RISK,1325,No,Yes, , ,-82.64702502, 28.20749600,,,,
1433,Land O'Lakes,PASCO,SHELTER,RISK,305,No,Yes, , ,-82.45459002, 28.29284800,,,,
1434,Land O'Lakes,PASCO,SHELTER,RISK,176,No,Yes, , ,-82.50832598, 28.20131502,,,,
1435,Wesley Chapel,PASCO,SHELTER,RISK,328,No,Yes, , ,-82.27522500, 28.26470798,,,,
1436,Wesley Chapel,PASCO,SHELTER,RISK,250,No,Yes, , ,-82.27522500, 28.26470798,,,,
1437,Lutz,PASCO,SHELTER,RISK,285,No,Yes, , ,-82.41111200, 28.17720301,,,,
1438,New Port Richey,PASCO,SHELTER,RISK,119,No,Yes, , ,-82.62167999, 28.26619300,,,,
1439,New Port Richey,PASCO,SHELTER,RISK,469,No,Yes, , ,-82.62167999, 28.26619300,,,,
1440,Wesley Chapel,PASCO,SHELTER,RISK,176,No,Yes, , ,-82.32674504, 28.18951301,,,,
1441,Land O'Lakes,PASCO,SHELTER,RISK,431,No,Yes, , ,-82.45459002, 28.29284800,,,,
1442,Wesley Chapel,PASCO,SHELTER,RISK,348,No,Yes, , ,-82.37166500, 28.23060101,,,,
1443,Wesley Chapel,PASCO,SHELTER,RISK,248,No,Yes, , ,-82.37166500, 28.23060101,,,,
1444,Land O'Lakes,PASCO,SHELTER,RISK,1186,No,Yes, , ,-82.50832598, 28.20131502,,,,
1445,Lutz,PASCO,SHELTER,RISK,132,No,Yes, , ,-82.41111200, 28.17720301,,,,
1446,New Port Richey,PASCO,SHELTER,RISK,1605,No,Yes, , ,-82.62167999, 28.26619300,,,,
1447,Land O'Lakes,PASCO,SHELTER,RISK,729,No,Yes, , ,-82.48761597, 28.21317202,,,,
1448,Wesley Chapel,PASCO,SHELTER,RISK,220,No,Yes, , ,-82.27522500, 28.26470798,,,,
1449,Dade City,PASCO,SHELTER,RISK,438, ,Yes, , ,-82.19619597, 28.36081199,,,,
1450,Dunedin,PINELLAS,SHELTER,RISK,280,D,Yes, , ,-82.77711199, 27.99811501,,,,
1451,Clearwater,PINELLAS,SHELTER,RISK,531,No,Yes, , ,-82.76056804, 27.96654298,,,,
1452,Palm Harbor,PINELLAS,SHELTER,RISK,143,No,Yes, , ,-82.76261197, 28.08565599,,,,
1453,Palm Harbor,PINELLAS,SHELTER,RISK,248,No,Yes, , ,-82.75251999, 28.06661901,,,,
1454,Clearwater,PINELLAS,SHELTER,RISK,209,No,Yes, , ,-82.71188603, 27.99572198,,,,
1455,St. Petersburg,PINELLAS,SHELTER,RISK,977,No,Yes, ,Yes,-82.67833998, 27.76156002,-82.67833998, 27.76156002,,
1456,Palm Harbor,PINELLAS,SHELTER,RISK,742,No,Yes, , ,-82.72648303, 28.08860499,,,,
1457,Palm Harbor,PINELLAS,SHELTER,RISK,297,No,Yes, ,Yes,-82.76261197, 28.08565599,-82.76261197, 28.08565599,,
1458,St. Petersburg,PINELLAS,SHELTER,RISK,480,No,Yes, , ,-82.68245700, 27.80794501,,,,
1459,St. Petersburg,PINELLAS,SHELTER,RISK,475,No,Yes, , ,-82.69011001, 27.76514701,,,,
1460,St. Petersburg,PINELLAS,SHELTER,RISK,522,No,Yes, , ,-82.68246798, 27.75836199,,,,
1461,St. Petersburg,PINELLAS,SHELTER,RISK,522,No,Yes, , ,-82.65995603, 27.82213000,,,,
1462,St. Petersburg,PINELLAS,SHELTER,RISK,90,No,Yes, , ,-82.66580098, 27.74719201,,,,
1463,St. Petersburg,PINELLAS,SHELTER,RISK,1617,No,Yes, , ,-82.67296298, 27.81669999,,,,
1464,Palm Harbor,PINELLAS,SHELTER,RISK,645,No,Yes, , ,-82.76261197, 28.08565599,,,,
1465,Palm Harbor,PINELLAS,SHELTER,RISK,1074,No,Yes, , ,-82.72648303, 28.08860499,,,,
1466,Palm Harbor,PINELLAS,SHELTER,RISK,68,No,Yes, , ,-82.76261197, 28.08565599,,,,
1467,Largo,PINELLAS,SHELTER,RISK,466,No,Yes, , ,-82.79751899, 27.91203798,,,,
1468,St. Petersburg,PINELLAS,SHELTER,RISK,130,No,Yes, , ,-82.67296298, 27.81669999,,,,
1469,Clearwater,PINELLAS,SHELTER,RISK,1969,No,Yes, , ,-82.76647200, 27.97617400,,,,
1470,Palm Harbor,PINELLAS,SHELTER,RISK,384,No,Yes, , ,-82.75251999, 28.06661901,,,,
1471,St. Petersburg,PINELLAS,SHELTER,RISK,297,No,Yes, , ,-82.66825101, 27.77919999,,,,
1472,St. Petersburg,PINELLAS,SHELTER,RISK,393,No,Yes, , ,-82.67296298, 27.81669999,,,,
1473,St. Petersburg,PINELLAS,SHELTER,RISK,521,No,Yes, , ,-82.69011001, 27.76514701,,,,
